AT4T28P1 - Pris - 5_5_411_50, tongue movement approx 45k-55k ms
time=65825, red=50451, ir=57268
time=65845, red=50445, ir=57252
time=65865, red=50464, ir=57265
time=65885, red=50484, ir=57291
time=65905, red=50533, ir=57314
time=65925, red=50530, ir=57303
time=65945, red=50546, ir=57322
time=65965, red=50531, ir=57311
time=65985, red=50536, ir=57297
time=66005, red=50517, ir=57273
time=66025, red=50529, ir=57260
time=66045, red=50500, ir=57253
HR=400, SP=-1
time=66065, red=50491, ir=57257
time=66085, red=50515, ir=57275
time=66105, red=50543, ir=57313
time=66125, red=50575, ir=57344
time=66145, red=50570, ir=57316
time=66165, red=50571, ir=57325
time=66185, red=50572, ir=57322
time=66205, red=50569, ir=57311
time=66225, red=50562, ir=57293
time=66245, red=50557, ir=57294
time=66265, red=50558, ir=57308
time=66285, red=50542, ir=57299
time=66305, red=50560, ir=57306
time=66325, red=50554, ir=57302
time=66345, red=50554, ir=57294
time=66365, red=50554, ir=57291
time=66385, red=50543, ir=57290
time=66405, red=50554, ir=57303
time=66425, red=50561, ir=57295
time=66445, red=50557, ir=57296
time=66465, red=50584, ir=57301
time=66485, red=50576, ir=57297
time=66505, red=50584, ir=57289
time=66525, red=50579, ir=57315
time=66545, red=50583, ir=57316
time=66565, red=50555, ir=57292
time=66585, red=50552, ir=57319
time=66605, red=50558, ir=57295
time=66625, red=50541, ir=57293
time=66645, red=50555, ir=57307
time=66665, red=50555, ir=57291
time=66686, red=50536, ir=57298
time=66706, red=50536, ir=57267
time=66726, red=50528, ir=57248
time=66746, red=50524, ir=57226
time=66766, red=50527, ir=57212
time=66786, red=50524, ir=57172
time=66806, red=50502, ir=57153
time=66826, red=50520, ir=57099
time=66846, red=50483, ir=57077
time=66866, red=50478, ir=57044
time=66886, red=50490, ir=57022
time=66906, red=50500, ir=57014
time=66926, red=50498, ir=56999
time=66946, red=50500, ir=56989
time=66966, red=50510, ir=56976
time=66986, red=50541, ir=56972
time=67006, red=50544, ir=56965
time=67026, red=50552, ir=56958
time=67046, red=50572, ir=56960
time=67066, red=50589, ir=56971
time=67086, red=50583, ir=56919
time=67106, red=50588, ir=56938
time=67126, red=50607, ir=56920
time=67146, red=50599, ir=56920
time=67166, red=50619, ir=56934
time=67186, red=50637, ir=56958
time=67206, red=50655, ir=56978
time=67226, red=50665, ir=57000
time=67246, red=50662, ir=57015
time=67266, red=50682, ir=57014
time=67286, red=50710, ir=57034
time=67306, red=50706, ir=57049
time=67326, red=50721, ir=57056
time=67346, red=50730, ir=57073
time=67366, red=50729, ir=57058
time=67386, red=50742, ir=57077
time=67406, red=50754, ir=57102
time=67426, red=50760, ir=57106
time=67446, red=50780, ir=57099
time=67466, red=50778, ir=57120
time=67486, red=50793, ir=57141
time=67506, red=50796, ir=57146
time=67526, red=50801, ir=57138
time=67546, red=50810, ir=57145
time=67566, red=50813, ir=57171
time=67586, red=50814, ir=57171
time=67606, red=50830, ir=57178
time=67626, red=50819, ir=57185
time=67646, red=50820, ir=57181
time=67667, red=50815, ir=57200
time=67687, red=50819, ir=57223
time=67707, red=50832, ir=57210
time=67727, red=50823, ir=57219
time=67747, red=50837, ir=57239
time=67767, red=50834, ir=57232
time=67787, red=50834, ir=57241
time=67807, red=50850, ir=57239
time=67827, red=50830, ir=57249
time=67847, red=50838, ir=57250
time=67867, red=50847, ir=57259
time=67887, red=50838, ir=57254
time=67907, red=50834, ir=57262
time=67927, red=50844, ir=57281
time=67947, red=50836, ir=57283
time=67967, red=50831, ir=57282
time=67987, red=50829, ir=57310
time=68007, red=50839, ir=57293
time=68027, red=50830, ir=57305
time=68047, red=50834, ir=57314
HR=71, SP=61
time=68072, red=50839, ir=57314
time=68087, red=50855, ir=57327
time=68107, red=50824, ir=57334
time=68127, red=50840, ir=57338
time=68147, red=50832, ir=57356
time=68167, red=50847, ir=57364
time=68187, red=50839, ir=57359
time=68207, red=50841, ir=57370
time=68227, red=50837, ir=57385
time=68247, red=50847, ir=57378
time=68267, red=50830, ir=57388
time=68287, red=50824, ir=57385
time=68307, red=50834, ir=57393
time=68327, red=50835, ir=57399
time=68347, red=50822, ir=57387
time=68367, red=50828, ir=57398
time=68387, red=50808, ir=57374
time=68407, red=50811, ir=57356
time=68427, red=50787, ir=57354
time=68447, red=50791, ir=57332
time=68467, red=50784, ir=57314
time=68487, red=50772, ir=57292
time=68507, red=50770, ir=57277
time=68527, red=50787, ir=57241
time=68547, red=50773, ir=57231
time=68567, red=50776, ir=57213
time=68587, red=50787, ir=57205
time=68607, red=50776, ir=57192
time=68627, red=50788, ir=57191
time=68648, red=50788, ir=57169
time=68668, red=50783, ir=57180
time=68688, red=50799, ir=57164
time=68708, red=50804, ir=57153
time=68728, red=50808, ir=57156
time=68748, red=50795, ir=57165
time=68768, red=50817, ir=57175
time=68788, red=50827, ir=57178
time=68808, red=50835, ir=57209
time=68828, red=50840, ir=57194
time=68848, red=50835, ir=57199
time=68868, red=50840, ir=57221
time=68888, red=50843, ir=57213
time=68908, red=50852, ir=57229
time=68928, red=50840, ir=57223
time=68948, red=50852, ir=57238
time=68968, red=50853, ir=57236
time=68988, red=50837, ir=57234
time=69008, red=50854, ir=57234
time=69028, red=50844, ir=57236
time=69048, red=50839, ir=57251
time=69068, red=50843, ir=57247
time=69088, red=50852, ir=57254
time=69108, red=50840, ir=57271
time=69128, red=50843, ir=57256
time=69148, red=50859, ir=57275
time=69168, red=50856, ir=57276
time=69188, red=50856, ir=57295
time=69208, red=50851, ir=57281
time=69228, red=50854, ir=57291
time=69248, red=50847, ir=57301
time=69268, red=50845, ir=57310
time=69288, red=50856, ir=57301
time=69308, red=50854, ir=57316
time=69328, red=50848, ir=57330
time=69348, red=50846, ir=57343
time=69368, red=50840, ir=57341
time=69388, red=50837, ir=57340
time=69408, red=50843, ir=57341
time=69428, red=50842, ir=57362
time=69448, red=50859, ir=57366
time=69468, red=50856, ir=57378
time=69488, red=50854, ir=57386
time=69508, red=50855, ir=57391
time=69528, red=50846, ir=57398
time=69548, red=50863, ir=57408
time=69568, red=50856, ir=57404
time=69588, red=50864, ir=57414
time=69608, red=50854, ir=57433
time=69628, red=50869, ir=57444
time=69648, red=50860, ir=57452
time=69668, red=50857, ir=57469
time=69689, red=50855, ir=57455
time=69709, red=50859, ir=57468
time=69729, red=50859, ir=57465
time=69749, red=50850, ir=57475
time=69769, red=50845, ir=57495
time=69789, red=50856, ir=57489
time=69809, red=50844, ir=57512
time=69829, red=50840, ir=57506
time=69849, red=50836, ir=57496
time=69869, red=50839, ir=57501
time=69889, red=50820, ir=57491
time=69909, red=50832, ir=57516
time=69929, red=50812, ir=57516
time=69949, red=50828, ir=57523
time=69969, red=50824, ir=57541
time=69989, red=50825, ir=57524
time=70009, red=50820, ir=57551
time=70029, red=50829, ir=57567
time=70049, red=50832, ir=57569
HR=90, SP=52
time=70069, red=50840, ir=57584
time=70089, red=50842, ir=57615
time=70109, red=50835, ir=57627
time=70129, red=50842, ir=57633
time=70149, red=50848, ir=57631
time=70169, red=50844, ir=57639
time=70189, red=50833, ir=57653
time=70209, red=50826, ir=57625
time=70229, red=50815, ir=57623
time=70249, red=50812, ir=57607
time=70269, red=50807, ir=57589
time=70289, red=50793, ir=57608
time=70309, red=50782, ir=57601
time=70329, red=50768, ir=57575
time=70349, red=50772, ir=57563
time=70369, red=50768, ir=57547
time=70389, red=50745, ir=57523
time=70409, red=50740, ir=57498
time=70429, red=50741, ir=57509
time=70449, red=50743, ir=57473
time=70469, red=50752, ir=57465
time=70489, red=50737, ir=57459
time=70509, red=50745, ir=57450
time=70529, red=50745, ir=57443
time=70549, red=50741, ir=57427
time=70569, red=50747, ir=57415
time=70589, red=50746, ir=57427
time=70609, red=50729, ir=57391
time=70629, red=50728, ir=57395
time=70649, red=50731, ir=57385
time=70669, red=50740, ir=57404
time=70689, red=50740, ir=57421
time=70710, red=50753, ir=57417
time=70730, red=50745, ir=57414
time=70750, red=50765, ir=57409
time=70770, red=50757, ir=57413
time=70790, red=50750, ir=57418
time=70810, red=50758, ir=57457
time=70830, red=50769, ir=57448
time=70850, red=50775, ir=57469
time=70870, red=50778, ir=57465
time=70890, red=50788, ir=57493
time=70910, red=50782, ir=57479
time=70930, red=50778, ir=57477
time=70950, red=50755, ir=57465
time=70970, red=50763, ir=57472
time=70990, red=50762, ir=57473
time=71010, red=50746, ir=57452
time=71030, red=50736, ir=57428
time=71050, red=50704, ir=57372
time=71070, red=50696, ir=57376
time=71090, red=50688, ir=57376
time=71110, red=50696, ir=57399
time=71130, red=50711, ir=57442
time=71150, red=50731, ir=57467
time=71170, red=50748, ir=57489
time=71190, red=50752, ir=57502
time=71210, red=50758, ir=57502
time=71230, red=50736, ir=57502
time=71250, red=50739, ir=57499
time=71270, red=50704, ir=57483
time=71290, red=50715, ir=57504
time=71310, red=50737, ir=57505
time=71330, red=50701, ir=57498
time=71350, red=50706, ir=57491
time=71370, red=50691, ir=57482
time=71390, red=50702, ir=57495
time=71410, red=50704, ir=57492
time=71430, red=50704, ir=57511
time=71450, red=50705, ir=57523
time=71470, red=50698, ir=57522
time=71490, red=50701, ir=57533
time=71510, red=50711, ir=57534
time=71530, red=50712, ir=57534
time=71550, red=50691, ir=57545
time=71570, red=50690, ir=57560
time=71590, red=50705, ir=57581
time=71610, red=50714, ir=57572
time=71630, red=50697, ir=57567
time=71650, red=50704, ir=57577
time=71670, red=50696, ir=57598
time=71690, red=50706, ir=57597
time=71711, red=50684, ir=57605
time=71731, red=50689, ir=57579
time=71751, red=50681, ir=57567
time=71771, red=50674, ir=57568
time=71791, red=50665, ir=57549
time=71811, red=50686, ir=57556
time=71831, red=50659, ir=57531
time=71851, red=50640, ir=57497
time=71871, red=50646, ir=57488
time=71891, red=50633, ir=57469
time=71911, red=50622, ir=57438
time=71931, red=50610, ir=57407
time=71951, red=50607, ir=57399
time=71971, red=50610, ir=57409
time=71991, red=50613, ir=57378
time=72011, red=50604, ir=57377
time=72031, red=50610, ir=57373
time=72051, red=50619, ir=57352
HR=150, SP=48
time=72076, red=50623, ir=57349
time=72091, red=50629, ir=57356
time=72111, red=50637, ir=57354
time=72131, red=50646, ir=57371
time=72151, red=50665, ir=57385
time=72171, red=50655, ir=57393
time=72191, red=50663, ir=57410
time=72211, red=50665, ir=57402
time=72231, red=50673, ir=57397
time=72251, red=50660, ir=57415
time=72271, red=50684, ir=57420
time=72291, red=50685, ir=57419
time=72311, red=50681, ir=57417
time=72331, red=50674, ir=57428
time=72351, red=50679, ir=57428
time=72371, red=50690, ir=57421
time=72391, red=50673, ir=57427
time=72411, red=50682, ir=57452
time=72431, red=50677, ir=57434
time=72451, red=50673, ir=57438
time=72471, red=50672, ir=57447
time=72491, red=50670, ir=57450
time=72511, red=50684, ir=57458
time=72531, red=50687, ir=57455
time=72551, red=50666, ir=57454
time=72571, red=50640, ir=57443
time=72591, red=50664, ir=57453
time=72611, red=50661, ir=57460
time=72631, red=50652, ir=57464
time=72651, red=50663, ir=57475
time=72671, red=50657, ir=57484
time=72691, red=50664, ir=57492
time=72711, red=50663, ir=57486
time=72732, red=50653, ir=57505
time=72752, red=50661, ir=57514
time=72772, red=50648, ir=57512
time=72792, red=50661, ir=57505
time=72812, red=50647, ir=57509
time=72832, red=50646, ir=57527
time=72852, red=50650, ir=57523
time=72872, red=50638, ir=57528
time=72892, red=50636, ir=57549
time=72912, red=50672, ir=57581
time=72932, red=50681, ir=57586
time=72952, red=50674, ir=57608
time=72972, red=50682, ir=57622
time=72992, red=50681, ir=57630
time=73012, red=50681, ir=57654
time=73032, red=50674, ir=57647
time=73052, red=50693, ir=57650
time=73072, red=50681, ir=57658
time=73092, red=50688, ir=57662
time=73112, red=50672, ir=57651
time=73132, red=50652, ir=57638
time=73152, red=50653, ir=57647
time=73172, red=50642, ir=57628
time=73192, red=50632, ir=57652
time=73212, red=50639, ir=57675
time=73232, red=50652, ir=57677
time=73252, red=50645, ir=57689
time=73272, red=50651, ir=57683
time=73292, red=50632, ir=57679
time=73312, red=50627, ir=57688
time=73332, red=50618, ir=57662
time=73352, red=50608, ir=57631
time=73372, red=50614, ir=57632
time=73392, red=50591, ir=57592
time=73412, red=50567, ir=57543
time=73432, red=50561, ir=57543
time=73452, red=50540, ir=57480
time=73472, red=50548, ir=57479
time=73492, red=50522, ir=57433
time=73512, red=50507, ir=57414
time=73532, red=50494, ir=57404
time=73552, red=50508, ir=57381
time=73572, red=50491, ir=57379
time=73592, red=50510, ir=57371
time=73612, red=50501, ir=57370
time=73632, red=50526, ir=57387
time=73652, red=50540, ir=57373
time=73672, red=50534, ir=57359
time=73692, red=50545, ir=57366
time=73712, red=50538, ir=57364
time=73732, red=50551, ir=57394
time=73752, red=50546, ir=57398
time=73772, red=50572, ir=57410
time=73792, red=50582, ir=57439
time=73813, red=50606, ir=57469
time=73833, red=50621, ir=57508
time=73853, red=50640, ir=57515
time=73873, red=50624, ir=57519
time=73893, red=50628, ir=57490
time=73913, red=50619, ir=57490
time=73933, red=50615, ir=57490
time=73953, red=50576, ir=57427
time=73973, red=50546, ir=57409
time=73993, red=50545, ir=57375
time=74013, red=50517, ir=57357
time=74033, red=50512, ir=57333
time=74053, red=50508, ir=57339
HR=300, SP=62
time=74073, red=50517, ir=57377
time=74093, red=50544, ir=57402
time=74113, red=50535, ir=57401
time=74133, red=50562, ir=57411
time=74153, red=50555, ir=57400
time=74173, red=50536, ir=57402
time=74193, red=50535, ir=57379
time=74213, red=50541, ir=57418
time=74233, red=50560, ir=57416
time=74253, red=50566, ir=57439
time=74273, red=50563, ir=57434
time=74293, red=50556, ir=57408
time=74313, red=50549, ir=57414
time=74333, red=50544, ir=57419
time=74353, red=50555, ir=57439
time=74373, red=50570, ir=57453
time=74393, red=50575, ir=57454
time=74413, red=50565, ir=57431
time=74433, red=50558, ir=57443
time=74453, red=50569, ir=57480
time=74473, red=50583, ir=57521
time=74493, red=50594, ir=57537
time=74513, red=50613, ir=57530
time=74533, red=50576, ir=57474
time=74553, red=50575, ir=57478
time=74573, red=50573, ir=57461
time=74593, red=50548, ir=57438
time=74613, red=50543, ir=57443
time=74633, red=50564, ir=57477
time=74653, red=50555, ir=57462
time=74673, red=50543, ir=57464
time=74693, red=50557, ir=57487
time=74713, red=50579, ir=57496
time=74733, red=50583, ir=57524
time=74753, red=50587, ir=57525
time=74773, red=50588, ir=57522
time=74793, red=50603, ir=57540
time=74813, red=50603, ir=57524
time=74833, red=50604, ir=57498
time=74853, red=50608, ir=57484
time=74873, red=50606, ir=57491
time=74894, red=50630, ir=57504
time=74914, red=50630, ir=57497
time=74934, red=50627, ir=57483
time=74954, red=50645, ir=57477
time=74974, red=50670, ir=57498
time=74994, red=50670, ir=57503
time=75014, red=50688, ir=57508
time=75034, red=50694, ir=57514
time=75054, red=50706, ir=57488
time=75074, red=50724, ir=57509
time=75094, red=50740, ir=57559
time=75114, red=50743, ir=57550
time=75134, red=50756, ir=57560
time=75154, red=50766, ir=57581
time=75174, red=50765, ir=57573
time=75194, red=50776, ir=57552
time=75214, red=50771, ir=57578
time=75234, red=50780, ir=57567
time=75254, red=50800, ir=57587
time=75274, red=50813, ir=57626
time=75294, red=50843, ir=57648
time=75314, red=50876, ir=57719
time=75334, red=50909, ir=57774
time=75354, red=50931, ir=57801
time=75374, red=50956, ir=57843
time=75394, red=50993, ir=57875
time=75414, red=51001, ir=57919
time=75434, red=51031, ir=57979
time=75454, red=51070, ir=58050
time=75474, red=51083, ir=58093
time=75494, red=51102, ir=58139
time=75514, red=51103, ir=58189
time=75534, red=51083, ir=58213
time=75554, red=51081, ir=58186
time=75574, red=51058, ir=58158
time=75594, red=51042, ir=58155
time=75614, red=50999, ir=58121
time=75634, red=50966, ir=58075
time=75654, red=50950, ir=58045
time=75674, red=50929, ir=58029
time=75694, red=50924, ir=58035
time=75714, red=50920, ir=58046
time=75734, red=50908, ir=58045
time=75754, red=50901, ir=58049
time=75774, red=50888, ir=58054
time=75794, red=50881, ir=58049
time=75814, red=50868, ir=58048
time=75834, red=50869, ir=58034
time=75854, red=50866, ir=58046
time=75874, red=50857, ir=58042
time=75894, red=50827, ir=58037
time=75914, red=50838, ir=58042
time=75934, red=50833, ir=58046
time=75954, red=50836, ir=58036
time=75975, red=50821, ir=58011
time=75995, red=50807, ir=58012
time=76015, red=50790, ir=57995
time=76035, red=50761, ir=57989
time=76055, red=50755, ir=57974
HR=95, SP=-1
time=76079, red=50755, ir=57974
time=76095, red=50746, ir=57972
time=76115, red=50745, ir=57988
time=76135, red=50733, ir=57986
time=76155, red=50723, ir=57994
time=76175, red=50724, ir=58005
time=76195, red=50717, ir=57989
time=76215, red=50726, ir=57993
time=76235, red=50702, ir=57990
time=76255, red=50696, ir=58001
time=76275, red=50705, ir=58006
time=76295, red=50692, ir=58014
time=76315, red=50697, ir=57988
time=76335, red=50689, ir=57990
time=76355, red=50678, ir=57992
time=76375, red=50690, ir=58000
time=76395, red=50691, ir=58015
time=76415, red=50694, ir=58020
time=76435, red=50690, ir=58027
time=76455, red=50684, ir=57998
time=76475, red=50671, ir=57999
time=76495, red=50656, ir=57985
